"","Col1","Total.population","Hispanic.or.Latino","Total.population..not.Hispanic.or.Latino","One.race.total","White","Black.or.African.American","American.Indian.and.Alaska.Native","Asian","Native.Hawaiian.and.Other.Pacific.Islander","Some.Other.Race","Two.or.More.Races"
"1","BLOCKS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10900","Block 3014, Block Group 3, Census Tract 4322, Alameda County, California",26,4,22,26,15,3,0,6,0,2,0
"10901","Block 3015, Block Group 3, Census Tract 4322, Alameda County, California",30,6,24,30,24,3,0,0,0,3,0
"10902","Block 3016, Block Group 3, Census Tract 4322, Alameda County, California",38,11,27,33,30,0,0,2,1,0,5
"10903","Block 3017, Block Group 3, Census Tract 4322, Alameda County, California",34,3,31,33,24,7,0,1,0,1,1
"10904","Block 3018, Block Group 3, Census Tract 4322, Alameda County, California",281,96,185,258,117,64,0,25,0,52,23
"10905","Block 3019, Block Group 3, Census Tract 4322, Alameda County, California",36,4,32,36,26,3,0,6,0,1,0
"10906","Block 3020, Block Group 3, Census Tract 4322, Alameda County, California",205,78,127,188,123,35,4,13,0,13,17
"10907","Block 3021, Block Group 3, Census Tract 4322, Alameda County, California",32,14,18,22,17,3,0,0,0,2,10
"10908","Block 3022, Block Group 3, Census Tract 4322, Alameda County, California",698,70,628,680,323,268,0,55,2,32,18
"10909","Block 1000, Block Group 1, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10910","Block 1001, Block Group 1, Census Tract 4323, Alameda County, California",351,226,125,318,125,23,6,29,0,135,33
"10911","Block 1002, Block Group 1, Census Tract 4323, Alameda County, California",135,103,32,135,67,5,4,3,0,56,0
"10912","Block 1003, Block Group 1, Census Tract 4323, Alameda County, California",104,55,49,102,54,2,0,22,1,23,2
"10913","Block 1004, Block Group 1, Census Tract 4323, Alameda County, California",56,10,46,49,25,2,5,13,0,4,7
"10914","Block 1005, Block Group 1, Census Tract 4323, Alameda County, California",107,76,31,101,51,4,2,8,0,36,6
"10915","Block 1006, Block Group 1, Census Tract 4323, Alameda County, California",67,22,45,64,40,14,0,4,0,6,3
"10916","Block 1007, Block Group 1, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10917","Block 1008, Block Group 1, Census Tract 4323, Alameda County, California",140,117,23,139,71,3,2,5,0,58,1
"10918","Block 1009, Block Group 1, Census Tract 4323, Alameda County, California",52,28,24,52,24,6,0,2,0,20,0
"10919","Block 1010, Block Group 1, Census Tract 4323, Alameda County, California",60,20,40,57,27,7,0,12,0,11,3
"10920","Block 1011, Block Group 1, Census Tract 4323, Alameda County, California",65,25,40,64,38,0,6,14,0,6,1
"10921","Block 1012, Block Group 1, Census Tract 4323, Alameda County, California",123,37,86,120,66,19,0,18,0,17,3
"10922","Block 1013, Block Group 1, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10923","Block 2000, Block Group 2, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10924","Block 2001, Block Group 2, Census Tract 4323, Alameda County, California",80,31,49,77,40,24,1,5,0,7,3
"10925","Block 2002, Block Group 2, Census Tract 4323, Alameda County, California",84,18,66,74,39,11,1,16,0,7,10
"10926","Block 2003, Block Group 2, Census Tract 4323, Alameda County, California",73,30,43,72,34,10,1,14,0,13,1
"10927","Block 2004, Block Group 2, Census Tract 4323, Alameda County, California",70,26,44,62,20,22,0,0,2,18,8
"10928","Block 2005, Block Group 2, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10929","Block 2006, Block Group 2, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10930","Block 2007, Block Group 2, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10931","Block 2008, Block Group 2, Census Tract 4323, Alameda County, California",128,39,89,125,53,42,1,10,0,19,3
"10932","Block 2009, Block Group 2, Census Tract 4323, Alameda County, California",48,10,38,47,25,7,0,9,0,6,1
"10933","Block 2010, Block Group 2, Census Tract 4323, Alameda County, California",56,34,22,56,26,6,2,3,0,19,0
"10934","Block 2011, Block Group 2, Census Tract 4323, Alameda County, California",43,19,24,41,19,0,0,6,0,16,2
"10935","Block 2012, Block Group 2, Census Tract 4323, Alameda County, California",104,31,73,98,36,8,0,28,8,18,6
"10936","Block 2013, Block Group 2, Census Tract 4323, Alameda County, California",132,67,65,128,47,13,9,16,0,43,4
"10937","Block 2014, Block Group 2, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10938","Block 2015, Block Group 2, Census Tract 4323, Alameda County, California",41,10,31,36,18,5,0,6,2,5,5
"10939","Block 3000, Block Group 3, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10940","Block 3001, Block Group 3, Census Tract 4323, Alameda County, California",81,41,40,76,35,14,0,8,0,19,5
"10941","Block 3002, Block Group 3, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10942","Block 3003, Block Group 3, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10943","Block 3004, Block Group 3, Census Tract 4323, Alameda County, California",28,13,15,27,17,6,0,2,0,2,1
"10944","Block 3005, Block Group 3, Census Tract 4323, Alameda County, California",80,12,68,77,45,14,0,13,0,5,3
"10945","Block 3006, Block Group 3, Census Tract 4323, Alameda County, California",84,32,52,77,42,4,1,15,0,15,7
"10946","Block 3007, Block Group 3, Census Tract 4323, Alameda County, California",44,9,35,44,15,18,0,5,0,6,0
"10947","Block 3008, Block Group 3, Census Tract 4323, Alameda County, California",4,4,0,1,0,0,0,0,0,1,3
"10948","Block 3009, Block Group 3, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10949","Block 3010, Block Group 3, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10950","Block 3011, Block Group 3, Census Tract 4323, Alameda County, California",1,0,1,0,0,0,0,0,0,0,1
"10951","Block 3012, Block Group 3, Census Tract 4323, Alameda County, California",70,35,35,64,16,0,0,15,0,33,6
"10952","Block 3013, Block Group 3, Census Tract 4323, Alameda County, California",59,36,23,56,39,1,1,1,0,14,3
"10953","Block 3014, Block Group 3, Census Tract 4323, Alameda County, California",73,13,60,67,43,8,0,16,0,0,6
"10954","Block 3015, Block Group 3, Census Tract 4323, Alameda County, California",26,2,24,25,18,0,0,7,0,0,1
"10955","Block 3016, Block Group 3, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10956","Block 3017, Block Group 3, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10957","Block 3018, Block Group 3, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10958","Block 3019, Block Group 3, Census Tract 4323, Alameda County, California",79,12,67,79,44,23,5,7,0,0,0
"10959","Block 3020, Block Group 3, Census Tract 4323, Alameda County, California",63,16,47,63,35,2,0,19,1,6,0
"10960","Block 3021, Block Group 3, Census Tract 4323, Alameda County, California",70,35,35,69,32,11,0,7,1,18,1
"10961","Block 3022, Block Group 3, Census Tract 4323, Alameda County, California",43,9,34,42,25,2,0,15,0,0,1
"10962","Block 3023, Block Group 3, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10963","Block 3024, Block Group 3, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10964","Block 3025, Block Group 3, Census Tract 4323, Alameda County, California",49,28,21,43,24,0,0,7,0,12,6
"10965","Block 3026, Block Group 3, Census Tract 4323, Alameda County, California",185,73,112,175,89,23,5,36,0,22,10
"10966","Block 3027, Block Group 3, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10967","Block 3028, Block Group 3, Census Tract 4323, Alameda County, California",56,18,38,52,33,0,3,11,0,5,4
"10968","Block 3029, Block Group 3, Census Tract 4323, Alameda County, California",41,9,32,40,16,11,0,10,0,3,1
"10969","Block 3030, Block Group 3, Census Tract 4323, Alameda County, California",37,7,30,27,22,3,0,2,0,0,10
"10970","Block 3031, Block Group 3, Census Tract 4323, Alameda County, California",31,12,19,28,14,0,0,6,1,7,3
"10971","Block 3032, Block Group 3, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10972","Block 3033, Block Group 3, Census Tract 4323, Alameda County, California",15,5,10,13,9,2,0,1,0,1,2
"10973","Block 3034, Block Group 3, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10974","Block 3035, Block Group 3, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10975","Block 3036, Block Group 3, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10976","Block 3037, Block Group 3, Census Tract 4323, Alameda County, California",492,65,427,472,47,59,0,329,0,37,20
"10977","Block 3038, Block Group 3, Census Tract 4323, Alameda County, California",81,3,78,80,15,0,0,62,0,3,1
"10978","Block 3039, Block Group 3, Census Tract 4323, Alameda County, California",147,17,130,136,10,7,1,111,0,7,11
"10979","Block 3040, Block Group 3, Census Tract 4323, Alameda County, California",71,25,46,60,7,5,0,41,0,7,11
"10980","Block 3041, Block Group 3, Census Tract 4323, Alameda County, California",100,16,84,95,19,12,0,55,0,9,5
"10981","Block 3042, Block Group 3, Census Tract 4323, Alameda County, California",226,32,194,220,15,22,1,161,0,21,6
"10982","Block 3043, Block Group 3, Census Tract 4323, Alameda County, California",91,15,76,79,12,13,0,49,0,5,12
"10983","Block 3044, Block Group 3, Census Tract 4323, Alameda County, California",56,18,38,55,2,6,0,34,0,13,1
"10984","Block 3045, Block Group 3, Census Tract 4323, Alameda County, California",51,9,42,51,1,7,0,33,1,9,0
"10985","Block 3046, Block Group 3, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10986","Block 3047, Block Group 3, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10987","Block 3048, Block Group 3, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10988","Block 3049, Block Group 3, Census Tract 4323, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"10989","Block 3050, Block Group 3, Census Tract 4323, Alameda County, California",3,0,3,3,3,0,0,0,0,0,0
"10990","Block 1000, Block Group 1, Census Tract 4324, Alameda County, California",240,108,132,222,88,6,0,79,0,49,18
"10991","Block 1001, Block Group 1, Census Tract 4324, Alameda County, California",150,61,89,142,49,5,0,67,4,17,8
"10992","Block 1002, Block Group 1, Census Tract 4324, Alameda County, California",174,73,101,155,70,1,0,68,0,16,19
"10993","Block 1003, Block Group 1, Census Tract 4324, Alameda County, California",55,32,23,50,4,0,0,18,2,26,5
"10994","Block 1004, Block Group 1, Census Tract 4324, Alameda County, California",114,63,51,104,38,6,2,28,0,30,10
"10995","Block 1005, Block Group 1, Census Tract 4324, Alameda County, California",215,107,108,199,74,11,2,65,0,47,16
"10996","Block 1006, Block Group 1, Census Tract 4324, Alameda County, California",13,6,7,13,2,0,0,6,0,5,0
"10997","Block 1007, Block Group 1, Census Tract 4324, Alameda County, California",98,40,58,84,30,9,1,18,0,26,14
"10998","Block 1008, Block Group 1, Census Tract 4324, Alameda County, California",132,40,92,114,22,4,0,71,2,15,18
"10999","Block 1009, Block Group 1, Census Tract 4324, Alameda County, California",61,30,31,45,21,0,0,15,0,9,16
"11000","Block 1010, Block Group 1, Census Tract 4324, Alameda County, California",91,36,55,86,44,5,1,21,0,15,5
"11001","Block 1011, Block Group 1, Census Tract 4324, Alameda County, California",153,77,76,135,74,2,0,27,3,29,18
"11002","Block 1012, Block Group 1, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11003","Block 1013, Block Group 1, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11004","Block 1014, Block Group 1, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11005","Block 1015, Block Group 1, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11006","Block 1016, Block Group 1, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11007","Block 1017, Block Group 1, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11008","Block 1018, Block Group 1, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11009","Block 1019, Block Group 1, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11010","Block 1020, Block Group 1, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11011","Block 1021, Block Group 1, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11012","Block 1022, Block Group 1, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11013","Block 1023, Block Group 1, Census Tract 4324, Alameda County, California",14,4,10,10,7,0,0,3,0,0,4
"11014","Block 1024, Block Group 1, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11015","Block 1025, Block Group 1, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11016","Block 1026, Block Group 1, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11017","Block 2000, Block Group 2, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11018","Block 2001, Block Group 2, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11019","Block 2002, Block Group 2, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11020","Block 2003, Block Group 2, Census Tract 4324, Alameda County, California",146,73,73,130,43,12,3,20,2,50,16
"11021","Block 2004, Block Group 2, Census Tract 4324, Alameda County, California",5,0,5,5,1,0,0,4,0,0,0
"11022","Block 2005, Block Group 2, Census Tract 4324, Alameda County, California",174,62,112,167,82,22,3,33,2,25,7
"11023","Block 2006, Block Group 2, Census Tract 4324, Alameda County, California",148,81,67,131,46,7,3,24,0,51,17
"11024","Block 2007, Block Group 2, Census Tract 4324, Alameda County, California",122,50,72,116,55,18,0,9,0,34,6
"11025","Block 2008, Block Group 2, Census Tract 4324, Alameda County, California",121,43,78,109,47,10,1,30,0,21,12
"11026","Block 2009, Block Group 2, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11027","Block 2010, Block Group 2, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11028","Block 2011, Block Group 2, Census Tract 4324, Alameda County, California",226,85,141,216,86,30,0,48,1,51,10
"11029","Block 2012, Block Group 2, Census Tract 4324, Alameda County, California",202,70,132,179,101,6,1,52,0,19,23
"11030","Block 2013, Block Group 2, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11031","Block 2014, Block Group 2, Census Tract 4324, Alameda County, California",219,73,146,213,91,13,1,51,14,43,6
"11032","Block 2015, Block Group 2, Census Tract 4324, Alameda County, California",239,82,157,218,123,12,3,44,1,35,21
"11033","Block 2016, Block Group 2, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11034","Block 2017, Block Group 2, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11035","Block 2018, Block Group 2, Census Tract 4324, Alameda County, California",322,97,225,292,143,46,0,65,0,38,30
"11036","Block 2019, Block Group 2, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11037","Block 2020, Block Group 2, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11038","Block 2021, Block Group 2, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11039","Block 2022, Block Group 2, Census Tract 4324, Alameda County, California",522,168,354,478,199,92,2,101,1,83,44
"11040","Block 2023, Block Group 2, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11041","Block 2024, Block Group 2, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11042","Block 2025, Block Group 2, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11043","Block 2026, Block Group 2, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11044","Block 2027, Block Group 2, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11045","Block 2028, Block Group 2, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11046","Block 2029, Block Group 2, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11047","Block 3000, Block Group 3, Census Tract 4324, Alameda County, California",10,7,3,10,10,0,0,0,0,0,0
"11048","Block 3001, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11049","Block 3002, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11050","Block 3003, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11051","Block 3004, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11052","Block 3005, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11053","Block 3006, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11054","Block 3007, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11055","Block 3008, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11056","Block 3009, Block Group 3, Census Tract 4324, Alameda County, California",137,18,119,132,121,6,1,3,0,1,5
"11057","Block 3010, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11058","Block 3011, Block Group 3, Census Tract 4324, Alameda County, California",601,218,383,557,214,124,2,92,5,120,44
"11059","Block 3012, Block Group 3, Census Tract 4324, Alameda County, California",22,12,10,22,13,0,0,0,3,6,0
"11060","Block 3013, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11061","Block 3014, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11062","Block 3015, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11063","Block 3016, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11064","Block 3017, Block Group 3, Census Tract 4324, Alameda County, California",71,25,46,66,25,3,0,23,7,8,5
"11065","Block 3018, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11066","Block 3019, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11067","Block 3020, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11068","Block 3021, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11069","Block 3022, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11070","Block 3023, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11071","Block 3024, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11072","Block 3025, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11073","Block 3026, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11074","Block 3027, Block Group 3, Census Tract 4324, Alameda County, California",32,15,17,31,7,0,0,13,0,11,1
"11075","Block 3028, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11076","Block 3029, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11077","Block 3030, Block Group 3, Census Tract 4324, Alameda County, California",47,4,43,47,10,1,0,36,0,0,0
"11078","Block 3031, Block Group 3, Census Tract 4324, Alameda County, California",116,59,57,114,47,3,4,20,0,40,2
"11079","Block 3032, Block Group 3, Census Tract 4324, Alameda County, California",119,34,85,119,38,0,0,62,0,19,0
"11080","Block 3033, Block Group 3, Census Tract 4324, Alameda County, California",102,26,76,98,26,2,0,52,0,18,4
"11081","Block 3034, Block Group 3, Census Tract 4324, Alameda County, California",209,82,127,202,60,20,3,73,0,46,7
"11082","Block 3035, Block Group 3, Census Tract 4324, Alameda County, California",4,0,4,3,0,0,0,0,3,0,1
"11083","Block 3036, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11084","Block 3037, Block Group 3, Census Tract 4324, Alameda County, California",161,41,120,149,33,14,0,71,0,31,12
"11085","Block 3038, Block Group 3, Census Tract 4324, Alameda County, California",133,46,87,130,44,0,2,63,6,15,3
"11086","Block 3039, Block Group 3, Census Tract 4324, Alameda County, California",94,25,69,92,27,7,1,43,0,14,2
"11087","Block 3040, Block Group 3, Census Tract 4324, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11088","Block 1000, Block Group 1, Census Tract 4325.01, Alameda County, California",49,20,29,46,10,3,0,15,0,18,3
"11089","Block 1001, Block Group 1, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11090","Block 1002, Block Group 1, Census Tract 4325.01, Alameda County, California",85,47,38,82,14,6,0,24,0,38,3
"11091","Block 1003, Block Group 1, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11092","Block 1004, Block Group 1, Census Tract 4325.01, Alameda County, California",82,50,32,76,22,2,0,3,0,49,6
"11093","Block 1005, Block Group 1, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11094","Block 1006, Block Group 1, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11095","Block 1007, Block Group 1, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11096","Block 1008, Block Group 1, Census Tract 4325.01, Alameda County, California",73,25,48,67,28,4,2,33,0,0,6
"11097","Block 1009, Block Group 1, Census Tract 4325.01, Alameda County, California",83,22,61,81,28,0,2,33,0,18,2
"11098","Block 1010, Block Group 1, Census Tract 4325.01, Alameda County, California",101,29,72,101,31,4,0,47,0,19,0
"11099","Block 1011, Block Group 1, Census Tract 4325.01, Alameda County, California",12,5,7,10,7,1,0,2,0,0,2
"11100","Block 1012, Block Group 1, Census Tract 4325.01, Alameda County, California",28,9,19,28,17,0,1,10,0,0,0
"11101","Block 1013, Block Group 1, Census Tract 4325.01, Alameda County, California",27,11,16,27,23,0,0,4,0,0,0
"11102","Block 1014, Block Group 1, Census Tract 4325.01, Alameda County, California",16,2,14,16,11,0,0,5,0,0,0
"11103","Block 1015, Block Group 1, Census Tract 4325.01, Alameda County, California",34,19,15,33,5,6,1,4,0,17,1
"11104","Block 1016, Block Group 1, Census Tract 4325.01, Alameda County, California",40,11,29,40,14,0,0,21,0,5,0
"11105","Block 1017, Block Group 1, Census Tract 4325.01, Alameda County, California",27,7,20,27,7,0,0,13,0,7,0
"11106","Block 1018, Block Group 1, Census Tract 4325.01, Alameda County, California",23,6,17,19,13,0,0,6,0,0,4
"11107","Block 1019, Block Group 1, Census Tract 4325.01, Alameda County, California",138,56,82,130,61,8,1,27,2,31,8
"11108","Block 1020, Block Group 1, Census Tract 4325.01, Alameda County, California",30,16,14,27,4,0,0,11,0,12,3
"11109","Block 1021, Block Group 1, Census Tract 4325.01, Alameda County, California",17,0,17,17,6,0,0,11,0,0,0
"11110","Block 1022, Block Group 1, Census Tract 4325.01, Alameda County, California",70,7,63,66,28,0,0,38,0,0,4
"11111","Block 1023, Block Group 1, Census Tract 4325.01, Alameda County, California",88,25,63,85,26,7,0,31,0,21,3
"11112","Block 1024, Block Group 1, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11113","Block 1025, Block Group 1, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11114","Block 1026, Block Group 1, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11115","Block 1027, Block Group 1, Census Tract 4325.01, Alameda County, California",79,35,44,65,28,2,0,23,0,12,14
"11116","Block 1028, Block Group 1, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11117","Block 1029, Block Group 1, Census Tract 4325.01, Alameda County, California",124,31,93,122,59,4,0,55,0,4,2
"11118","Block 1030, Block Group 1, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11119","Block 1031, Block Group 1, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11120","Block 2000, Block Group 2, Census Tract 4325.01, Alameda County, California",257,96,161,248,61,19,3,109,3,53,9
"11121","Block 2001, Block Group 2, Census Tract 4325.01, Alameda County, California",550,270,280,518,114,33,24,161,19,167,32
"11122","Block 2002, Block Group 2, Census Tract 4325.01, Alameda County, California",160,101,59,155,66,13,0,27,5,44,5
"11123","Block 2003, Block Group 2, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11124","Block 2004, Block Group 2, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11125","Block 2005, Block Group 2, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11126","Block 2006, Block Group 2, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11127","Block 2007, Block Group 2, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11128","Block 2008, Block Group 2, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11129","Block 2009, Block Group 2, Census Tract 4325.01, Alameda County, California",66,22,44,64,14,14,5,24,0,7,2
"11130","Block 3000, Block Group 3, Census Tract 4325.01, Alameda County, California",768,266,502,732,238,113,7,232,7,135,36
"11131","Block 3001, Block Group 3, Census Tract 4325.01, Alameda County, California",127,33,94,124,21,7,0,70,0,26,3
"11132","Block 3002, Block Group 3, Census Tract 4325.01, Alameda County, California",663,215,448,629,225,25,7,250,6,116,34
"11133","Block 3003, Block Group 3, Census Tract 4325.01, Alameda County, California",116,34,82,116,37,0,1,58,0,20,0
"11134","Block 3004, Block Group 3, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11135","Block 3005, Block Group 3, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11136","Block 3006, Block Group 3, Census Tract 4325.01, Alameda County, California",125,74,51,119,59,6,0,18,0,36,6
"11137","Block 3007, Block Group 3, Census Tract 4325.01, Alameda County, California",82,28,54,82,37,0,0,19,0,26,0
"11138","Block 3008, Block Group 3, Census Tract 4325.01, Alameda County, California",81,26,55,77,33,4,3,23,0,14,4
"11139","Block 3009, Block Group 3, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11140","Block 3010, Block Group 3, Census Tract 4325.01, Alameda County, California",87,26,61,82,40,0,0,26,6,10,5
"11141","Block 3011, Block Group 3, Census Tract 4325.01, Alameda County, California",75,18,57,72,32,0,0,30,2,8,3
"11142","Block 3012, Block Group 3, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11143","Block 3013, Block Group 3, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11144","Block 3014, Block Group 3, Census Tract 4325.01, Alameda County, California",45,6,39,45,15,0,0,30,0,0,0
