"","Col1","Total.population","Hispanic.or.Latino","Total.population..not.Hispanic.or.Latino","One.race.total","White","Black.or.African.American","American.Indian.and.Alaska.Native","Asian","Native.Hawaiian.and.Other.Pacific.Islander","Some.Other.Race","Two.or.More.Races"
"1","BLOCKS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11145","Block 3015, Block Group 3, Census Tract 4325.01, Alameda County, California",220,82,138,207,83,8,0,81,1,34,13
"11146","Block 3016, Block Group 3, Census Tract 4325.01, Alameda County, California",42,18,24,39,21,4,0,11,1,2,3
"11147","Block 3017, Block Group 3, Census Tract 4325.01, Alameda County, California",30,2,28,25,17,0,0,8,0,0,5
"11148","Block 3018, Block Group 3, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11149","Block 3019, Block Group 3, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11150","Block 3020, Block Group 3, Census Tract 4325.01, Alameda County, California",70,9,61,70,25,0,0,36,0,9,0
"11151","Block 3021, Block Group 3, Census Tract 4325.01, Alameda County, California",48,3,45,48,16,0,0,32,0,0,0
"11152","Block 3022, Block Group 3, Census Tract 4325.01, Alameda County, California",1,0,1,1,1,0,0,0,0,0,0
"11153","Block 3023, Block Group 3, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11154","Block 3024, Block Group 3, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11155","Block 3025, Block Group 3, Census Tract 4325.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11156","Block 1000, Block Group 1, Census Tract 4325.02, Alameda County, California",1531,532,999,1438,336,142,5,629,9,317,93
"11157","Block 1001, Block Group 1, Census Tract 4325.02, Alameda County, California",42,15,27,39,8,0,2,21,0,8,3
"11158","Block 1002, Block Group 1, Census Tract 4325.02, Alameda County, California",113,49,64,107,35,6,1,36,2,27,6
"11159","Block 1003, Block Group 1, Census Tract 4325.02, Alameda County, California",95,44,51,94,53,2,0,23,1,15,1
"11160","Block 1004, Block Group 1, Census Tract 4325.02, Alameda County, California",100,31,69,95,27,1,4,40,0,23,5
"11161","Block 1005, Block Group 1, Census Tract 4325.02, Alameda County, California",43,17,26,43,16,0,0,14,0,13,0
"11162","Block 1006, Block Group 1, Census Tract 4325.02, Alameda County, California",35,0,35,34,0,0,0,34,0,0,1
"11163","Block 1007, Block Group 1, Census Tract 4325.02, Alameda County, California",59,26,33,59,18,2,0,24,0,15,0
"11164","Block 1008, Block Group 1, Census Tract 4325.02, Alameda County, California",106,7,99,100,11,9,0,80,0,0,6
"11165","Block 1009, Block Group 1, Census Tract 4325.02, Alameda County, California",110,11,99,98,1,17,0,75,0,5,12
"11166","Block 1010, Block Group 1, Census Tract 4325.02, Alameda County, California",36,3,33,36,22,0,0,14,0,0,0
"11167","Block 1011, Block Group 1, Census Tract 4325.02, Alameda County, California",55,7,48,55,0,0,0,48,0,7,0
"11168","Block 1012, Block Group 1, Census Tract 4325.02, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11169","Block 2000, Block Group 2, Census Tract 4325.02, Alameda County, California",113,52,61,112,46,4,10,26,0,26,1
"11170","Block 2001, Block Group 2, Census Tract 4325.02, Alameda County, California",109,37,72,105,38,2,0,42,0,23,4
"11171","Block 2002, Block Group 2, Census Tract 4325.02, Alameda County, California",104,32,72,90,21,6,0,42,0,21,14
"11172","Block 2003, Block Group 2, Census Tract 4325.02, Alameda County, California",203,80,123,192,65,9,3,45,7,63,11
"11173","Block 2004, Block Group 2, Census Tract 4325.02, Alameda County, California",79,19,60,79,18,14,0,38,0,9,0
"11174","Block 2005, Block Group 2, Census Tract 4325.02, Alameda County, California",99,33,66,99,27,8,7,42,2,13,0
"11175","Block 2006, Block Group 2, Census Tract 4325.02, Alameda County, California",142,42,100,142,34,12,2,47,8,39,0
"11176","Block 2007, Block Group 2, Census Tract 4325.02, Alameda County, California",114,41,73,108,27,2,0,55,0,24,6
"11177","Block 2008, Block Group 2, Census Tract 4325.02, Alameda County, California",61,30,31,50,21,8,6,7,0,8,11
"11178","Block 2009, Block Group 2, Census Tract 4325.02, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11179","Block 2010, Block Group 2, Census Tract 4325.02, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11180","Block 2011, Block Group 2, Census Tract 4325.02, Alameda County, California",37,18,19,35,25,1,0,9,0,0,2
"11181","Block 3000, Block Group 3, Census Tract 4325.02, Alameda County, California",855,234,621,814,145,264,3,250,6,146,41
"11182","Block 3001, Block Group 3, Census Tract 4325.02, Alameda County, California",57,1,56,57,11,0,0,45,0,1,0
"11183","Block 3002, Block Group 3, Census Tract 4325.02, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11184","Block 3003, Block Group 3, Census Tract 4325.02, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11185","Block 3004, Block Group 3, Census Tract 4325.02, Alameda County, California",127,74,53,125,37,14,8,16,0,50,2
"11186","Block 3005, Block Group 3, Census Tract 4325.02, Alameda County, California",60,8,52,54,4,31,1,7,2,9,6
"11187","Block 1000, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11188","Block 1001, Block Group 1, Census Tract 4326, Alameda County, California",151,21,130,144,47,43,2,47,1,4,7
"11189","Block 1002, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11190","Block 1003, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11191","Block 1004, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11192","Block 1005, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11193","Block 1006, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11194","Block 1007, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11195","Block 1008, Block Group 1, Census Tract 4326, Alameda County, California",28,5,23,28,14,1,0,12,0,1,0
"11196","Block 1009, Block Group 1, Census Tract 4326, Alameda County, California",23,8,15,22,21,0,0,0,0,1,1
"11197","Block 1010, Block Group 1, Census Tract 4326, Alameda County, California",6,0,6,6,0,6,0,0,0,0,0
"11198","Block 1011, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11199","Block 1012, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11200","Block 1013, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11201","Block 1014, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11202","Block 1015, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11203","Block 1016, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11204","Block 1017, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11205","Block 1018, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11206","Block 1019, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11207","Block 1020, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11208","Block 1021, Block Group 1, Census Tract 4326, Alameda County, California",43,4,39,43,9,23,1,7,0,3,0
"11209","Block 1022, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11210","Block 1023, Block Group 1, Census Tract 4326, Alameda County, California",114,26,88,109,53,27,1,16,0,12,5
"11211","Block 1024, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11212","Block 1025, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11213","Block 1026, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11214","Block 1027, Block Group 1, Census Tract 4326, Alameda County, California",94,20,74,94,34,17,0,27,0,16,0
"11215","Block 1028, Block Group 1, Census Tract 4326, Alameda County, California",89,20,69,81,31,13,0,29,0,8,8
"11216","Block 1029, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11217","Block 1030, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11218","Block 1031, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11219","Block 1032, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11220","Block 1033, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11221","Block 1034, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11222","Block 1035, Block Group 1, Census Tract 4326, Alameda County, California",65,3,62,63,59,4,0,0,0,0,2
"11223","Block 1036, Block Group 1, Census Tract 4326, Alameda County, California",270,27,243,257,77,77,4,88,0,11,13
"11224","Block 1037, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11225","Block 1038, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11226","Block 1039, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11227","Block 1040, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11228","Block 1041, Block Group 1, Census Tract 4326, Alameda County, California",5,0,5,5,1,4,0,0,0,0,0
"11229","Block 1042, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11230","Block 1043, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11231","Block 1044, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11232","Block 1045, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11233","Block 1046, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11234","Block 1047, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11235","Block 1048, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11236","Block 1049, Block Group 1, Census Tract 4326, Alameda County, California",66,33,33,61,18,1,1,17,0,24,5
"11237","Block 1050, Block Group 1, Census Tract 4326, Alameda County, California",62,25,37,62,32,7,0,18,0,5,0
"11238","Block 1051, Block Group 1, Census Tract 4326, Alameda County, California",94,26,68,88,32,23,0,30,0,3,6
"11239","Block 1052, Block Group 1, Census Tract 4326, Alameda County, California",44,15,29,44,15,6,0,8,1,14,0
"11240","Block 1053, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11241","Block 1054, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11242","Block 1055, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11243","Block 1056, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11244","Block 1057, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11245","Block 1058, Block Group 1, Census Tract 4326, Alameda County, California",40,8,32,40,23,10,0,7,0,0,0
"11246","Block 1059, Block Group 1, Census Tract 4326, Alameda County, California",6,2,4,6,5,1,0,0,0,0,0
"11247","Block 1060, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11248","Block 1061, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11249","Block 1062, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11250","Block 1063, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11251","Block 1064, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11252","Block 1065, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11253","Block 1066, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11254","Block 1067, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11255","Block 1068, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11256","Block 1069, Block Group 1, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11257","Block 2000, Block Group 2, Census Tract 4326, Alameda County, California",524,141,383,503,214,169,2,61,0,57,21
"11258","Block 2001, Block Group 2, Census Tract 4326, Alameda County, California",3,1,2,3,0,0,0,0,2,1,0
"11259","Block 2002, Block Group 2, Census Tract 4326, Alameda County, California",240,82,158,221,114,40,0,38,4,25,19
"11260","Block 2003, Block Group 2, Census Tract 4326, Alameda County, California",98,27,71,88,37,21,0,20,3,7,10
"11261","Block 2004, Block Group 2, Census Tract 4326, Alameda County, California",182,51,131,163,63,61,0,22,0,17,19
"11262","Block 2005, Block Group 2, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11263","Block 2006, Block Group 2, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11264","Block 2007, Block Group 2, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11265","Block 2008, Block Group 2, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11266","Block 2009, Block Group 2, Census Tract 4326, Alameda County, California",32,11,21,27,5,16,0,0,0,6,5
"11267","Block 2010, Block Group 2, Census Tract 4326, Alameda County, California",21,5,16,16,4,8,0,0,0,4,5
"11268","Block 2011, Block Group 2, Census Tract 4326, Alameda County, California",5,0,5,5,0,1,0,0,4,0,0
"11269","Block 2012, Block Group 2, Census Tract 4326, Alameda County, California",129,58,71,114,34,23,0,27,0,30,15
"11270","Block 2013, Block Group 2, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11271","Block 2014, Block Group 2, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11272","Block 2015, Block Group 2, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11273","Block 2016, Block Group 2, Census Tract 4326, Alameda County, California",2,2,0,2,0,0,0,0,0,2,0
"11274","Block 2017, Block Group 2, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11275","Block 2018, Block Group 2, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11276","Block 2019, Block Group 2, Census Tract 4326, Alameda County, California",8,2,6,8,8,0,0,0,0,0,0
"11277","Block 2020, Block Group 2, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11278","Block 3000, Block Group 3, Census Tract 4326, Alameda County, California",83,26,57,77,34,21,2,8,0,12,6
"11279","Block 3001, Block Group 3, Census Tract 4326, Alameda County, California",91,30,61,86,46,8,5,16,0,11,5
"11280","Block 3002, Block Group 3, Census Tract 4326, Alameda County, California",79,16,63,71,35,5,3,19,0,9,8
"11281","Block 3003, Block Group 3, Census Tract 4326, Alameda County, California",81,10,71,77,38,28,0,7,0,4,4
"11282","Block 3004, Block Group 3, Census Tract 4326, Alameda County, California",156,53,103,150,47,25,0,36,6,36,6
"11283","Block 3005, Block Group 3, Census Tract 4326, Alameda County, California",155,37,118,147,82,24,6,14,0,21,8
"11284","Block 3006, Block Group 3, Census Tract 4326, Alameda County, California",86,37,49,80,35,7,0,9,0,29,6
"11285","Block 3007, Block Group 3, Census Tract 4326, Alameda County, California",201,62,139,193,63,68,6,29,3,24,8
"11286","Block 3008, Block Group 3, Census Tract 4326, Alameda County, California",124,31,93,116,60,18,1,25,0,12,8
"11287","Block 4000, Block Group 4, Census Tract 4326, Alameda County, California",217,75,142,206,112,9,0,48,0,37,11
"11288","Block 4001, Block Group 4, Census Tract 4326, Alameda County, California",192,52,140,177,99,17,1,30,12,18,15
"11289","Block 4002, Block Group 4, Census Tract 4326, Alameda County, California",135,40,95,132,74,9,0,38,0,11,3
"11290","Block 4003, Block Group 4, Census Tract 4326, Alameda County, California",182,45,137,168,79,41,0,24,4,20,14
"11291","Block 5000, Block Group 5, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11292","Block 5001, Block Group 5, Census Tract 4326, Alameda County, California",54,14,40,50,15,13,2,16,4,0,4
"11293","Block 5002, Block Group 5, Census Tract 4326, Alameda County, California",49,29,20,48,20,4,1,8,4,11,1
"11294","Block 5003, Block Group 5, Census Tract 4326, Alameda County, California",42,21,21,41,12,7,0,10,0,12,1
"11295","Block 5004, Block Group 5, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11296","Block 5005, Block Group 5, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11297","Block 5006, Block Group 5, Census Tract 4326, Alameda County, California",140,59,81,132,40,26,0,27,0,39,8
"11298","Block 5007, Block Group 5, Census Tract 4326, Alameda County, California",303,80,223,272,75,81,3,59,6,48,31
"11299","Block 5008, Block Group 5, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11300","Block 5009, Block Group 5, Census Tract 4326, Alameda County, California",236,74,162,215,90,45,2,46,0,32,21
"11301","Block 5010, Block Group 5, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11302","Block 5011, Block Group 5, Census Tract 4326, Alameda County, California",144,41,103,136,68,28,5,18,0,17,8
"11303","Block 5012, Block Group 5, Census Tract 4326, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"11304","Block 5013, Block Group 5, Census Tract 4326, Alameda County, California",163,46,117,151,48,55,0,25,0,23,12
"11305","Block 5014, Block Group 5, Census Tract 4326, Alameda County, California",53,0,53,53,24,0,0,29,0,0,0
"11306","Block 5015, Block Group 5, Census Tract 4326, Alameda County, California",68,12,56,64,12,17,0,32,0,3,4
