"","make","country","year","model","vclass","displ","tran","trans_dscr","cyl","drive","fueltype","tcharger","scharger","guzzler","cty","hwy","cmb","pv","lv"
"331","aston martin","united kingdom",2007,"V8 Vantage ASM","Two Seaters",4.3,"Automatic (S6)","4MODE","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,20,15,NA,NA
"332","aston martin","united kingdom",2008,"V8 Vantage","Two Seaters",4.3,"Manual 6-spd",NA,"8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,19,15,NA,NA
"333","aston martin","united kingdom",2008,"V8 Vantage","Two Seaters",4.3,"Automatic (S6)","4MODE","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,20,15,NA,NA
"334","aston martin","united kingdom",2008,"DB9 Coupe","Minicompact Cars",5.9,"Manual 6-spd",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,10,16,12,78,5
"335","aston martin","united kingdom",2008,"DB9 Coupe","Minicompact Cars",5.9,"Automatic (S6)","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,18,13,78,5
"336","aston martin","united kingdom",2008,"DB9 Volante","Minicompact Cars",5.9,"Manual 6-spd",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,10,16,12,78,5
"337","aston martin","united kingdom",2008,"DB9 Volante","Minicompact Cars",5.9,"Automatic (S6)","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,78,5
"338","aston martin","united kingdom",2009,"DBS Coupe","Two Seaters",5.9,"Manual 6-spd",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,NA,NA
"339","aston martin","united kingdom",2009,"DB9","Minicompact Cars",5.9,"Manual 6-spd",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,78,5
"340","aston martin","united kingdom",2009,"DB9","Minicompact Cars",5.9,"Automatic (S6)","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,19,14,78,5
"341","aston martin","united kingdom",2009,"V8 Vantage","Two Seaters",4.7,"Automatic (S6)","4MODE","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,19,15,NA,NA
"342","aston martin","united kingdom",2009,"V8 Vantage","Two Seaters",4.7,"Manual 6-spd",NA,"8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,19,14,NA,NA
"343","aston martin","united kingdom",2009,"DBS Coupe","Two Seaters",5.9,"Automatic (S6)","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,18,14,NA,NA
"355","aston martin","united kingdom",2010,"V8 Vantage","Two Seaters",4.7,"Auto(AM6)",NA,"8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,NA,NA
"356","aston martin","united kingdom",2010,"V8 Vantage","Two Seaters",4.7,"Manual 6-spd",NA,"8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,19,14,NA,NA
"357","aston martin","united kingdom",2010,"DB9","Minicompact Cars",5.9,"Manual 6-spd",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,78,5
"358","aston martin","united kingdom",2010,"DB9","Minicompact Cars",5.9,"Automatic (S6)",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,20,15,78,5
"359","aston martin","united kingdom",2010,"DBS","Minicompact Cars",5.9,"Manual 6-spd",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,78,5
"360","aston martin","united kingdom",2010,"DBS","Minicompact Cars",5.9,"Automatic (S6)",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,18,14,78,5
"361","aston martin","united kingdom",2010,"Rapide","Subcompact Cars",5.9,"Automatic (S6)",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,19,15,83,14
"362","aston martin","united kingdom",2011,"DB9","Minicompact Cars",5.9,"Manual 6-spd",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,78,5
"363","aston martin","united kingdom",2011,"V12 Vantage","Two Seaters",5.9,"Manual 6-spd",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,NA,NA
"364","aston martin","united kingdom",2011,"V8 Vantage","Two Seaters",4.7,"Manual 6-spd",NA,"8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,19,15,NA,NA
"365","aston martin","united kingdom",2011,"V8 Vantage","Two Seaters",4.7,"Auto(AM6)",NA,"8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,NA,NA
"366","aston martin","united kingdom",2011,"DB9","Minicompact Cars",5.9,"Automatic (S6)",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,20,15,78,5
"367","aston martin","united kingdom",2011,"DBS","Minicompact Cars",5.9,"Manual 6-spd",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,78,5
"368","aston martin","united kingdom",2011,"DBS","Minicompact Cars",5.9,"Automatic (S6)",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,18,14,78,5
"369","aston martin","united kingdom",2011,"Rapide","Subcompact Cars",5.9,"Automatic (S6)",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,19,15,83,14
"370","aston martin","united kingdom",2012,"DB9","Minicompact Cars",5.9,"Automatic (S6)",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,20,15,78,5
"371","aston martin","united kingdom",2012,"DB9","Minicompact Cars",5.9,"Manual 6-spd",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,78,5
"372","aston martin","united kingdom",2012,"DBS","Minicompact Cars",5.9,"Automatic (S6)",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,18,14,78,5
"373","aston martin","united kingdom",2012,"DBS","Minicompact Cars",5.9,"Manual 6-spd",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,78,5
"374","aston martin","united kingdom",2012,"Virage","Minicompact Cars",5.9,"Automatic (S6)",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,18,15,78,5
"375","aston martin","united kingdom",2012,"Rapide","Subcompact Cars",5.9,"Automatic (S6)",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,19,15,83,14
"376","aston martin","united kingdom",2012,"V12 Vantage","Two Seaters",5.9,"Manual 6-spd",NA,"8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,NA,NA
"377","aston martin","united kingdom",2012,"V8 Vantage","Two Seaters",4.7,"Manual 6-spd",NA,"8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,19,15,NA,NA
"378","aston martin","united kingdom",2012,"V8 Vantage S","Two Seaters",4.7,"Auto(AM7)",NA,"8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,21,16,NA,NA
"379","aston martin","united kingdom",2012,"V8 Vantage","Two Seaters",4.7,"Auto(AM6)",NA,"8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,NA,NA
"581","audi","germany",2000,"TT Coupe","Minicompact Cars",1.8,"Manual 5-spd",NA,"4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,19,29,23,65,14
"582","audi","germany",2000,"TT Coupe quattro","Minicompact Cars",1.8,"Manual 5-spd",NA,"4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,65,11
"583","audi","germany",2000,"A4","Compact Cars",1.8,"Automatic 5-spd","CLKUP","4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,28,21,88,14
"584","audi","germany",2000,"A4","Compact Cars",1.8,"Manual 5-spd",NA,"4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,21,29,24,88,14
"585","audi","germany",2000,"A4","Compact Cars",2.8,"Automatic 5-spd","CLKUP","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,88,14
"586","audi","germany",2000,"A4","Compact Cars",2.8,"Manual 5-spd",NA,"6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,88,14
"587","audi","germany",2000,"A4 quattro","Compact Cars",1.8,"Automatic 5-spd","CLKUP","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,17,26,20,88,14
"588","audi","germany",2000,"A4 quattro","Compact Cars",1.8,"Manual 5-spd",NA,"4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,19,26,22,88,14
"589","audi","germany",2000,"A4 quattro","Compact Cars",2.8,"Automatic 5-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,18,88,14
"590","audi","germany",2000,"A4 quattro","Compact Cars",2.8,"Manual 5-spd",NA,"6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,19,88,14
"591","audi","germany",2000,"S4","Compact Cars",2.7,"Automatic 5-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,18,88,14
"592","audi","germany",2000,"S4","Compact Cars",2.7,"Manual 6-spd",NA,"6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,18,88,14
"593","audi","germany",2000,"A6","Midsize Cars",2.8,"Automatic 5-spd","CLKUP","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,18,98,15
"594","audi","germany",2000,"A6 quattro","Midsize Cars",2.7,"Automatic 5-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,18,98,15
"595","audi","germany",2000,"A6 quattro","Midsize Cars",2.7,"Manual 6-spd",NA,"6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,18,98,15
"596","audi","germany",2000,"A6 quattro","Midsize Cars",2.8,"Automatic 5-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,98,15
"597","audi","germany",2000,"A6 quattro","Midsize Cars",2.8,"Manual 5-spd",NA,"6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,98,15
"598","audi","germany",2000,"A6 quattro","Midsize Cars",4.2,"Automatic 5-spd","CLKUP","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,98,15
"599","audi","germany",2000,"A8 quattro","Midsize Cars",4.2,"Automatic 5-spd","CLKUP","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,100,18
"600","audi","germany",2000,"A8 L","Large Cars",4.2,"Automatic 5-spd","CLKUP","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,104,18
"601","audi","germany",2000,"A4 Avant","Small Station Wagons",2.8,"Automatic 5-spd","CLKUP","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,89,31
"602","audi","germany",2000,"A4 Avant quattro","Small Station Wagons",1.8,"Automatic 5-spd","CLKUP","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,17,26,20,89,31
"603","audi","germany",2000,"A4 Avant quattro","Small Station Wagons",1.8,"Manual 5-spd",NA,"4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,19,26,22,89,31
"604","audi","germany",2000,"A4 Avant quattro","Small Station Wagons",2.8,"Automatic 5-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,89,31
"605","audi","germany",2000,"A4 Avant quattro","Small Station Wagons",2.8,"Manual 5-spd",NA,"6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,19,89,31
"606","audi","germany",2000,"A6 Avant quattro","Midsize Station Wagons",2.8,"Automatic 5-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,99,36
"607","audi","germany",2001,"TT Roadster","Two Seaters",1.8,"Manual 5-spd",NA,"4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,19,27,22,NA,NA
"608","audi","germany",2001,"TT Roadster quattro","Two Seaters",1.8,"Manual 6-spd",NA,"4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,NA,NA
"609","audi","germany",2001,"TT Coupe","Minicompact Cars",1.8,"Manual 5-spd",NA,"4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,20,29,23,65,14
"610","audi","germany",2001,"TT Coupe quattro","Minicompact Cars",1.8,"Manual 5-spd",NA,"4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,65,11
"611","audi","germany",2001,"TT Coupe quattro","Minicompact Cars",1.8,"Manual 6-spd",NA,"4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,65,11
"612","audi","germany",2001,"A4","Compact Cars",1.8,"Manual 5-spd",NA,"4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,20,29,23,88,14
"613","audi","germany",2001,"A4","Compact Cars",1.8,"Automatic (S5)","CLKUP","4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,88,14
"614","audi","germany",2001,"A4","Compact Cars",2.8,"Automatic (S5)","CLKUP","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,88,14
"615","audi","germany",2001,"A4 quattro","Compact Cars",1.8,"Manual 5-spd",NA,"4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,19,27,22,88,14
"616","audi","germany",2001,"A4 quattro","Compact Cars",1.8,"Automatic (S5)","CLKUP","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,25,20,88,14
"617","audi","germany",2001,"A4 quattro","Compact Cars",2.8,"Manual 5-spd",NA,"6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,19,88,14
"618","audi","germany",2001,"A4 quattro","Compact Cars",2.8,"Automatic (S5)","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,18,88,14
"619","audi","germany",2001,"S4","Compact Cars",2.7,"Manual 6-spd",NA,"6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,18,88,14
"620","audi","germany",2001,"S4","Compact Cars",2.7,"Automatic (S5)","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,16,22,18,88,14
"621","audi","germany",2001,"A6","Midsize Cars",2.8,"Automatic (S5)","CLKUP","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,18,98,15
"622","audi","germany",2001,"A6 quattro","Midsize Cars",2.7,"Manual 6-spd",NA,"6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,18,98,15
"623","audi","germany",2001,"A6 quattro","Midsize Cars",2.7,"Automatic (S5)","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,16,22,18,98,15
"624","audi","germany",2001,"A6 quattro","Midsize Cars",2.8,"Automatic (S5)","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,98,15
"625","audi","germany",2001,"A6 quattro","Midsize Cars",4.2,"Automatic (S5)","CLKUP","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,98,15
"626","audi","germany",2001,"A8 quattro","Midsize Cars",4.2,"Automatic (S5)","CLKUP","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,100,18
"627","audi","germany",2001,"S8 quattro","Midsize Cars",4.2,"Automatic 5-spd","CLKUP","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,13,20,15,100,18
"628","audi","germany",2001,"A8 L","Large Cars",4.2,"Automatic (S5)","CLKUP","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,104,18
"629","audi","germany",2001,"A4 Avant quattro","Small Station Wagons",1.8,"Manual 5-spd",NA,"4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,19,27,22,89,31
"630","audi","germany",2001,"A4 Avant quattro","Small Station Wagons",1.8,"Automatic (S5)","CLKUP","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,25,20,89,31
"631","audi","germany",2001,"A4 Avant quattro","Small Station Wagons",2.8,"Manual 5-spd",NA,"6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,19,89,31
"632","audi","germany",2001,"A4 Avant quattro","Small Station Wagons",2.8,"Automatic (S5)","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,89,31
"633","audi","germany",2001,"S4 Avant","Small Station Wagons",2.7,"Manual 6-spd",NA,"6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,18,89,31
"634","audi","germany",2001,"S4 Avant","Small Station Wagons",2.7,"Automatic (S5)","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,16,22,18,89,31
"635","audi","germany",2001,"A6 Avant quattro","Midsize Station Wagons",2.8,"Automatic (S5)","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,99,36
"636","audi","germany",2001,"Allroad","Sport Utility Vehicles",2.7,"Manual 6-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,14,19,16,NA,NA
"637","audi","germany",2001,"Allroad","Sport Utility Vehicles",2.7,"Automatic (S5)","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,14,19,16,NA,NA
"638","audi","germany",2002,"TT Roadster","Two Seaters",1.8,"Manual 5-spd",NA,"4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,20,28,23,NA,NA
"639","audi","germany",2002,"TT Roadster quattro","Two Seaters",1.8,"Manual 6-spd",NA,"4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,NA,NA
"640","audi","germany",2002,"TT Coupe","Minicompact Cars",1.8,"Manual 5-spd",NA,"4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,20,29,23,65,14
"641","audi","germany",2002,"TT Coupe quattro","Minicompact Cars",1.8,"Manual 5-spd",NA,"4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,27,21,65,11
"642","audi","germany",2002,"TT Coupe quattro","Minicompact Cars",1.8,"Manual 6-spd",NA,"4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,65,11
"643","audi","germany",2002,"A4","Compact Cars",1.8,"Automatic (variable gear ratios)",NA,"4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,90,13
"644","audi","germany",2002,"A4","Compact Cars",1.8,"Manual 5-spd",NA,"4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,20,29,23,90,13
"645","audi","germany",2002,"A4","Compact Cars",3,"Automatic (variable gear ratios)",NA,"6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,19,90,13
"646","audi","germany",2002,"A4 quattro","Compact Cars",1.8,"Automatic 5-spd","CMODE","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,17,26,20,90,13
"647","audi","germany",2002,"A4 quattro","Compact Cars",1.8,"Manual 5-spd",NA,"4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,90,13
"648","audi","germany",2002,"A4 quattro","Compact Cars",3,"Automatic 5-spd","CMODE","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,90,13
"649","audi","germany",2002,"A4 quattro","Compact Cars",3,"Manual 6-spd",NA,"6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,18,90,13
"650","audi","germany",2002,"S4","Compact Cars",2.7,"Manual 6-spd",NA,"6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,18,88,14
"651","audi","germany",2002,"S4","Compact Cars",2.7,"Automatic (S5)","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,18,88,14
"652","audi","germany",2002,"A6","Midsize Cars",3,"Automatic (variable gear ratios)",NA,"6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,23,19,98,15
"653","audi","germany",2002,"A6 quattro","Midsize Cars",2.7,"Manual 6-spd",NA,"6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,18,98,15
"654","audi","germany",2002,"A6 quattro","Midsize Cars",2.7,"Automatic (S5)","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,16,23,18,98,15
"655","audi","germany",2002,"A6 quattro","Midsize Cars",3,"Automatic 5-spd","CMODE","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,98,15
"656","audi","germany",2002,"A6 quattro","Midsize Cars",4.2,"Automatic (S5)","CLKUP","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,98,15
"657","audi","germany",2002,"A8 quattro","Midsize Cars",4.2,"Automatic (S5)","CLKUP","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,100,18
"658","audi","germany",2002,"S8 quattro","Midsize Cars",4.2,"Automatic (S5)","CLKUP","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,13,20,15,100,18
"659","audi","germany",2002,"A8 L","Large Cars",4.2,"Automatic (S5)","CLKUP","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,104,18
"660","audi","germany",2002,"A4 Avant quattro","Small Station Wagons",1.8,"Automatic 5-spd","CMODE","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,17,26,20,91,28
"661","audi","germany",2002,"A4 Avant quattro","Small Station Wagons",1.8,"Manual 5-spd",NA,"4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,91,28
"662","audi","germany",2002,"A4 Avant quattro","Small Station Wagons",3,"Automatic 5-spd","CMODE","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,91,28
"663","audi","germany",2002,"A4 Avant quattro","Small Station Wagons",3,"Manual 6-spd",NA,"6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,18,91,28
"664","audi","germany",2002,"S4 Avant","Small Station Wagons",2.7,"Manual 6-spd",NA,"6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,18,89,31
"665","audi","germany",2002,"S4 Avant","Small Station Wagons",2.7,"Automatic (S5)","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,18,89,31
"666","audi","germany",2002,"A6 Avant quattro","Midsize Station Wagons",3,"Automatic 5-spd","CMODE","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,99,36
"667","audi","germany",2002,"S6 Avant","Midsize Station Wagons",4.2,"Automatic (S5)","CLKUP","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,12,19,15,97,34
"668","audi","germany",2002,"Allroad","Sport Utility Vehicles",2.7,"Automatic 5-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,14,19,16,NA,NA
"669","audi","germany",2002,"Allroad","Sport Utility Vehicles",2.7,"Manual 6-spd",NA,"6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,14,19,16,NA,NA
"670","audi","germany",2003,"TT Roadster","Two Seaters",1.8,"Automatic (S6)","3MODE CLKUP","4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,NA,NA
"671","audi","germany",2003,"TT Roadster quattro","Two Seaters",1.8,"Manual 6-spd",NA,"4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,NA,NA
"672","audi","germany",2003,"TT Coupe","Minicompact Cars",1.8,"Automatic (S6)","3MODE CLKUP","4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,27,21,65,14
"673","audi","germany",2003,"TT Coupe quattro","Minicompact Cars",1.8,"Manual 6-spd",NA,"4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,65,11
"674","audi","germany",2003,"A4 Cabriolet","Subcompact Cars",1.8,"Automatic (variable gear ratios)","2MODE","4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,20,28,23,79,10
"675","audi","germany",2003,"A4 Cabriolet","Subcompact Cars",3,"Automatic (variable gear ratios)","2MODE","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,25,21,79,10
"676","audi","germany",2003,"A4","Compact Cars",1.8,"Automatic (variable gear ratios)","2MODE","4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,20,27,23,90,13
"677","audi","germany",2003,"A4","Compact Cars",1.8,"Manual 5-spd",NA,"4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,20,29,23,90,13
"678","audi","germany",2003,"A4","Compact Cars",3,"Automatic (variable gear ratios)","2MODE","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,90,13
"679","audi","germany",2003,"A4 quattro","Compact Cars",1.8,"Manual 5-spd",NA,"4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,90,13
"680","audi","germany",2003,"A4 quattro","Compact Cars",1.8,"Automatic (S5)","3MODE CLKUP","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,90,13
"681","audi","germany",2003,"A4 quattro","Compact Cars",3,"Manual 6-spd",NA,"6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,18,90,13
