"","make","country","year","model","vclass","displ","tran","trans_dscr","cyl","drive","fueltype","tcharger","scharger","guzzler","cty","hwy","cmb","pv","lv"
"2256","bmw","germany",2012,"750i xDrive","Large Cars",4.4,"Automatic (S6)",NA,"8","All-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,20,16,106,14
"2257","bmw","germany",2012,"750Li","Large Cars",4.4,"Automatic (S6)",NA,"8","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,22,17,115,14
"2258","bmw","germany",2012,"750Li xDrive","Large Cars",4.4,"Automatic (S6)",NA,"8","All-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,20,16,115,14
"2259","bmw","germany",2012,"Alpina B7 LWB","Large Cars",4.4,"Automatic (S6)",NA,"8","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,22,17,115,14
"2260","bmw","germany",2012,"Alpina B7 LWB xDrive","Large Cars",4.4,"Automatic (S6)",NA,"8","All-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,20,16,115,14
"2261","bmw","germany",2012,"Alpina B7 SWB","Large Cars",4.4,"Automatic (S6)",NA,"8","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,22,17,106,14
"2262","bmw","germany",2012,"Alpina B7 SWB xDrive","Large Cars",4.4,"Automatic (S6)",NA,"8","All-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,20,16,106,14
"2263","bmw","germany",2012,"X5 xDrive35i","Sport Utility Vehicles",3,"Automatic (S8)",NA,"6","All-Wheel Drive","Premium",TRUE,FALSE,FALSE,16,23,19,NA,NA
"2264","bmw","germany",2012,"X5 xDrive50i","Sport Utility Vehicles",4.4,"Automatic (S8)",NA,"8","All-Wheel Drive","Premium",TRUE,FALSE,FALSE,14,20,16,NA,NA
"2265","bmw","germany",2012,"X5 xDriveM","Sport Utility Vehicles",4.4,"Automatic (S6)",NA,"8","All-Wheel Drive","Premium",TRUE,FALSE,FALSE,12,17,14,NA,NA
"2266","bmw","germany",2012,"X6 xDrive35i","Sport Utility Vehicles",3,"Automatic (S8)",NA,"6","All-Wheel Drive","Premium",TRUE,FALSE,FALSE,16,23,19,NA,NA
"2267","bmw","germany",2012,"X6 xDrive50i","Sport Utility Vehicles",4.4,"Automatic (S8)",NA,"8","All-Wheel Drive","Premium",TRUE,FALSE,FALSE,14,20,16,NA,NA
"2268","bmw","germany",2012,"X6 xDriveM","Sport Utility Vehicles",4.4,"Automatic (S6)",NA,"8","All-Wheel Drive","Premium",TRUE,FALSE,FALSE,12,17,14,NA,NA
"2269","bmw","germany",2010,"550i xDrive GT","Large Cars",4.4,"Automatic (S8)",NA,"8","All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,18,112,10
"2270","bmw","germany",2012,"M3 Coupe","Subcompact Cars",4,"Manual 6-spd",NA,"8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,88,11
"2271","bmw","germany",2012,"M3 Coupe","Subcompact Cars",4,"Automatic (S7)",NA,"8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,88,11
"2272","bmw","germany",2012,"M3 Convertible","Subcompact Cars",4,"Manual 6-spd",NA,"8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,20,16,84,9
"2273","bmw","germany",2012,"M3 Convertible","Subcompact Cars",4,"Automatic (S7)",NA,"8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,84,9
"2274","bmw","germany",2012,"650i Coupe","Compact Cars",4.4,"Automatic (S8)",NA,"8","Rear-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,23,18,87,16
"2275","bmw","germany",2012,"650i Coupe","Compact Cars",4.4,"Manual 6-spd",NA,"8","Rear-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,17,87,16
"2276","bmw","germany",2012,"550i","Midsize Cars",4.4,"Automatic (S8)",NA,"8","Rear-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,23,18,102,14
"2277","bmw","germany",2012,"550i","Midsize Cars",4.4,"Manual 6-spd",NA,"8","Rear-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,17,102,14
"2278","bugatti","germany",2006,"Veyron","Two Seaters",8,"Automatic (S6)","3MODE","16","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,TRUE,8,14,10,NA,NA
"2279","bugatti","germany",2008,"Veyron","Two Seaters",8,"Automatic (S6)","3MODE","16","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,TRUE,8,14,10,NA,NA
"2280","bugatti","germany",2010,"Veyron","Two Seaters",8,"Automatic (S7)",NA,"16","All-Wheel Drive","Premium",TRUE,FALSE,TRUE,8,14,10,NA,NA
"2281","bugatti","germany",2011,"Veyron","Two Seaters",8,"Automatic (S7)",NA,"16","All-Wheel Drive","Premium",TRUE,FALSE,TRUE,8,15,10,NA,NA
"2282","bugatti","germany",2012,"Veyron","Two Seaters",8,"Automatic (S7)",NA,"16","All-Wheel Drive","Premium",TRUE,FALSE,TRUE,8,15,10,NA,NA
"2601","buick","united states",2000,"Century","Midsize Cars",3.1,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,18,27,21,102,17
"2602","buick","united states",2000,"Regal","Midsize Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,27,21,102,17
"2603","buick","united states",2000,"Regal","Midsize Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Premium",FALSE,TRUE,FALSE,16,25,19,102,17
"2604","buick","united states",2000,"LeSabre","Large Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,27,20,108,18
"2605","buick","united states",2000,"Park Avenue","Large Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,27,20,111,19
"2606","buick","united states",2000,"Park Avenue","Large Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Premium",FALSE,TRUE,FALSE,16,25,19,111,19
"2607","buick","united states",2001,"Century","Midsize Cars",3.1,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,18,26,21,102,17
"2608","buick","united states",2001,"Regal","Midsize Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,28,21,102,17
"2609","buick","united states",2001,"Regal","Midsize Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Premium",FALSE,TRUE,FALSE,16,26,20,102,17
"2610","buick","united states",2001,"LeSabre","Large Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,27,20,108,18
"2611","buick","united states",2001,"Park Avenue","Large Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,27,20,111,19
"2612","buick","united states",2001,"Park Avenue","Large Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Premium",FALSE,TRUE,FALSE,16,26,20,111,19
"2613","buick","united states",2002,"Century","Midsize Cars",3.1,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,18,26,21,102,17
"2614","buick","united states",2002,"Regal","Midsize Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Premium",FALSE,TRUE,FALSE,16,25,19,102,17
"2615","buick","united states",2002,"Regal","Midsize Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,27,20,102,17
"2616","buick","united states",2002,"LeSabre","Large Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,27,21,107,18
"2617","buick","united states",2002,"Park Avenue","Large Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Premium",FALSE,TRUE,FALSE,16,25,19,111,19
"2618","buick","united states",2002,"Park Avenue","Large Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,27,21,111,19
"2619","buick","united states",2002,"Rendezvous FWD","Sport Utility Vehicles",3.4,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,24,20,NA,NA
"2620","buick","united states",2002,"Rendezvous AWD","Sport Utility Vehicles",3.4,"Automatic 4-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,22,18,NA,NA
"2621","buick","united states",2003,"Century","Midsize Cars",3.1,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,18,26,21,102,17
"2622","buick","united states",2003,"Regal","Midsize Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Premium",FALSE,TRUE,FALSE,16,25,19,102,17
"2623","buick","united states",2003,"Regal","Midsize Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,27,20,102,17
"2624","buick","united states",2003,"LeSabre","Large Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,27,21,107,18
"2625","buick","united states",2003,"Park Avenue","Large Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Premium",FALSE,TRUE,FALSE,16,25,19,111,19
"2626","buick","united states",2003,"Park Avenue","Large Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,27,21,111,19
"2627","buick","united states",2003,"Rendezvous FWD","Sport Utility Vehicles",3.4,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,24,20,NA,NA
"2628","buick","united states",2003,"Rendezvous AWD","Sport Utility Vehicles",3.4,"Automatic 4-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,22,18,NA,NA
"2629","buick","united states",2004,"Century","Midsize Cars",3.1,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,18,27,21,102,17
"2630","buick","united states",2004,"Regal","Midsize Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,18,28,21,102,17
"2631","buick","united states",2004,"Regal","Midsize Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Premium",FALSE,TRUE,FALSE,16,26,20,102,17
"2632","buick","united states",2004,"LeSabre","Large Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,18,27,21,107,18
"2633","buick","united states",2004,"Park Avenue","Large Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,18,27,21,111,19
"2634","buick","united states",2004,"Park Avenue","Large Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Premium",FALSE,TRUE,FALSE,16,26,20,111,19
"2635","buick","united states",2004,"Rainier 2WD","Sport Utility Vehicles",4.2,"Automatic 4-spd","CLKUP","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,19,16,NA,NA
"2636","buick","united states",2004,"Rainier 2WD","Sport Utility Vehicles",5.3,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,18,16,NA,NA
"2637","buick","united states",2004,"Rendezvous FWD","Sport Utility Vehicles",3.4,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,24,20,NA,NA
"2638","buick","united states",2004,"Rainier AWD","Sport Utility Vehicles",4.2,"Automatic 4-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,19,16,NA,NA
"2639","buick","united states",2004,"Rainier AWD","Sport Utility Vehicles",5.3,"Automatic 4-spd","CLKUP","8","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,17,15,NA,NA
"2640","buick","united states",2004,"Rendezvous AWD","Sport Utility Vehicles",3.4,"Automatic 4-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,22,18,NA,NA
"2641","buick","united states",2004,"Rendezvous AWD","Sport Utility Vehicles",3.6,"Automatic 4-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,23,19,NA,NA
"2642","buick","united states",2005,"Century","Midsize Cars",3.1,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,18,27,21,102,17
"2643","buick","united states",2005,"Lacrosse/Allure","Midsize Cars",3.6,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,25,20,99,16
"2644","buick","united states",2005,"Lacrosse/Allure","Midsize Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,18,27,21,99,16
"2645","buick","united states",2005,"LeSabre","Large Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,18,27,21,107,18
"2646","buick","united states",2005,"Park Avenue","Large Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Premium",FALSE,TRUE,FALSE,17,26,20,111,19
"2647","buick","united states",2005,"Park Avenue","Large Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,18,27,21,111,19
"2648","buick","united states",2005,"Terraza FWD","Minivan",3.5,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,23,18,NA,NA
"2649","buick","united states",2005,"Terraza AWD","Minivan",3.5,"Automatic 4-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,21,17,NA,NA
"2650","buick","united states",2005,"Rainier 2WD","Sport Utility Vehicles",4.2,"Automatic 4-spd","CLKUP","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,20,16,NA,NA
"2651","buick","united states",2005,"Rainier 2WD","Sport Utility Vehicles",5.3,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,19,16,NA,NA
"2652","buick","united states",2005,"Rendezvous FWD","Sport Utility Vehicles",3.4,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,24,19,NA,NA
"2653","buick","united states",2005,"Rendezvous FWD","Sport Utility Vehicles",3.6,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,24,19,NA,NA
"2654","buick","united states",2005,"Rainier AWD","Sport Utility Vehicles",4.2,"Automatic 4-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,19,16,NA,NA
"2655","buick","united states",2005,"Rainier AWD","Sport Utility Vehicles",5.3,"Automatic 4-spd","CLKUP","8","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,17,15,NA,NA
"2656","buick","united states",2005,"Rendezvous AWD","Sport Utility Vehicles",3.4,"Automatic 4-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,22,18,NA,NA
"2657","buick","united states",2005,"Rendezvous AWD","Sport Utility Vehicles",3.6,"Automatic 4-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,23,18,NA,NA
"2658","buick","united states",2006,"Lacrosse/Allure","Midsize Cars",3.6,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,25,20,99,16
"2659","buick","united states",2006,"Lacrosse/Allure","Midsize Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,28,21,99,16
"2660","buick","united states",2006,"Lucerne","Large Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,26,20,108,17
"2661","buick","united states",2006,"Lucerne","Large Cars",4.6,"Automatic 4-spd","CLKUP","8","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,23,18,108,17
"2662","buick","united states",2006,"Terraza FWD","Minivan",3.5,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,23,19,NA,NA
"2663","buick","united states",2006,"Terraza FWD","Minivan",3.9,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,23,19,NA,NA
"2664","buick","united states",2006,"Terraza AWD","Minivan",3.5,"Automatic 4-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,21,17,NA,NA
"2665","buick","united states",2006,"Rainier 2WD","Sport Utility Vehicles",4.2,"Automatic 4-spd","CLKUP","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,20,16,NA,NA
"2666","buick","united states",2006,"Rainier 2WD","Sport Utility Vehicles",5.3,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,20,17,NA,NA
"2667","buick","united states",2006,"Rendezvous FWD","Sport Utility Vehicles",3.5,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,23,19,NA,NA
"2668","buick","united states",2006,"Rendezvous FWD","Sport Utility Vehicles",3.6,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,25,19,NA,NA
"2669","buick","united states",2006,"Rainier AWD","Sport Utility Vehicles",4.2,"Automatic 4-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,20,16,NA,NA
"2670","buick","united states",2006,"Rainier AWD","Sport Utility Vehicles",5.3,"Automatic 4-spd","CLKUP","8","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,20,16,NA,NA
"2671","buick","united states",2006,"Rendezvous AWD","Sport Utility Vehicles",3.5,"Automatic 4-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,21,18,NA,NA
"2672","buick","united states",2006,"Rendezvous AWD","Sport Utility Vehicles",3.6,"Automatic 4-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,23,19,NA,NA
"2673","buick","united states",2007,"Rainier AWD","Sport Utility Vehicles",4.2,"Automatic 4-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,20,16,NA,NA
"2674","buick","united states",2007,"Rainier 2WD","Sport Utility Vehicles",4.2,"Automatic 4-spd","CLKUP","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,20,16,NA,NA
"2675","buick","united states",2007,"Lacrosse/Allure","Midsize Cars",3.6,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,25,20,100,16
"2676","buick","united states",2007,"Lacrosse/Allure","Midsize Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,27,21,100,16
"2677","buick","united states",2007,"Lucerne","Large Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,26,20,108,17
"2678","buick","united states",2007,"Lucerne","Large Cars",4.6,"Automatic 4-spd","CLKUP","8","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,23,18,108,17
"2679","buick","united states",2007,"Terraza FWD","Minivan",3.9,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,23,19,NA,NA
"2680","buick","united states",2007,"Rainier 2WD","Sport Utility Vehicles",5.3,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,20,17,NA,NA
"2681","buick","united states",2007,"Rendezvous FWD","Sport Utility Vehicles",3.5,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,23,19,NA,NA
"2682","buick","united states",2007,"Rainier AWD","Sport Utility Vehicles",5.3,"Automatic 4-spd","CLKUP","8","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,19,16,NA,NA
"2683","buick","united states",2007,"Rendezvous AWD","Sport Utility Vehicles",3.5,"Automatic 4-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,21,18,NA,NA
"2684","buick","united states",2007,"Terraza FWD","Minivan",3.9,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Gasoline or E85",FALSE,FALSE,FALSE,16,23,19,NA,NA
"2685","buick","united states",2008,"Lacrosse/Allure","Midsize Cars",5.3,"Automatic 4-spd","CLKUP","8","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,100,16
"2686","buick","united states",2008,"Enclave FWD","Sport Utility Vehicles",3.6,"Automatic 6-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,24,19,NA,NA
"2687","buick","united states",2008,"Enclave AWD","Sport Utility Vehicles",3.6,"Automatic 6-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,22,18,NA,NA
"2688","buick","united states",2008,"Lacrosse/Allure","Midsize Cars",3.6,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,25,20,100,16
"2689","buick","united states",2008,"Lacrosse/Allure","Midsize Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,28,21,100,16
"2690","buick","united states",2008,"Lucerne","Large Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,25,19,108,17
"2691","buick","united states",2008,"Lucerne","Large Cars",4.6,"Automatic 4-spd","CLKUP","8","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,23,18,108,17
"2692","buick","united states",2008,"Lucerne","Large Cars",4.6,"Automatic 4-spd","CLKUP","8","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,22,18,108,17
"2693","buick","united states",2008,"Terraza FWD","Minivan",3.9,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,23,19,NA,NA
"2695","buick","united states",2009,"Lacrosse/Allure","Midsize Cars",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,28,21,100,16
"2696","buick","united states",2009,"Lacrosse/Allure","Midsize Cars",5.3,"Automatic 4-spd","CLKUP","8","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,24,19,100,16
"2697","buick","united states",2009,"Lucerne","Large Cars",3.9,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,26,20,108,17
"2698","buick","united states",2009,"Lucerne","Large Cars",4.6,"Automatic 4-spd","CLKUP","8","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,22,18,108,17
"2699","buick","united states",2009,"Enclave FWD","Sport Utility Vehicles",3.6,"Automatic 6-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,24,19,NA,NA
"2700","buick","united states",2009,"Enclave AWD","Sport Utility Vehicles",3.6,"Automatic 6-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,22,18,NA,NA
"2701","buick","united states",2009,"Lucerne","Large Cars",3.9,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Gasoline or E85",FALSE,FALSE,FALSE,17,26,21,108,17
"2702","buick","united states",2010,"Enclave FWD","Sport Utility Vehicles",3.6,"Automatic 6-spd",NA,"6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,24,19,NA,NA
"2703","buick","united states",2010,"Enclave AWD","Sport Utility Vehicles",3.6,"Automatic 6-spd",NA,"6","All-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,22,18,NA,NA
"2788","buick","united states",2010,"Lucerne","Large Cars",4.6,"Automatic 4-spd",NA,"8","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,22,18,108,17
"2789","buick","united states",2010,"Lucerne","Large Cars",3.9,"Automatic 4-spd",NA,"6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,26,20,108,17
"2790","buick","united states",2010,"Lucerne","Large Cars",3.9,"Automatic 4-spd",NA,"6","Front-Wheel Drive","Gasoline or E85",FALSE,FALSE,FALSE,17,26,20,108,17
"2797","buick","united states",2010,"Lacrosse/Allure","Midsize Cars",3,"Automatic (S6)",NA,"6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,26,20,100,16
"2798","buick","united states",2010,"Lacrosse/Allure AWD","Midsize Cars",3,"Automatic (S6)",NA,"6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,25,19,100,16
"2799","buick","united states",2010,"Lacrosse/Allure","Midsize Cars",3.6,"Automatic (S6)",NA,"6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,27,21,100,16
"2800","buick","united states",2010,"Lacrosse/Allure","Midsize Cars",2.4,"Automatic (S6)",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,19,30,23,100,16
"2801","buick","united states",2011,"Regal","Midsize Cars",2.4,"Automatic (S6)",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,19,30,23,98,13
"2802","buick","united states",2011,"LaCrosse","Midsize Cars",2.4,"Automatic (S6)",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,19,30,23,100,16
"2803","buick","united states",2011,"LaCrosse","Midsize Cars",3.6,"Automatic (S6)",NA,"6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,27,20,100,16
"2804","buick","united states",2011,"LaCrosse AWD","Midsize Cars",3.6,"Automatic (S6)",NA,"6","All-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,26,20,100,16
"2805","buick","united states",2011,"Lucerne","Large Cars",3.9,"Automatic 4-spd",NA,"6","Front-Wheel Drive","Gasoline or E85",FALSE,FALSE,FALSE,17,27,21,104,17
"2806","buick","united states",2011,"Lucerne","Large Cars",4.6,"Automatic 4-spd",NA,"8","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,23,18,104,17
"2807","buick","united states",2011,"Enclave FWD","Sport Utility Vehicles",3.6,"Automatic 6-spd",NA,"6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,24,19,NA,NA
"2808","buick","united states",2011,"Enclave AWD","Sport Utility Vehicles",3.6,"Automatic 6-spd",NA,"6","All-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,22,18,NA,NA
"2809","buick","united states",2011,"Regal","Midsize Cars",2,"Automatic (S6)",NA,"4","Front-Wheel Drive","Gasoline or E85",TRUE,FALSE,FALSE,18,28,22,98,13
"2810","buick","united states",2011,"Regal","Midsize Cars",2,"Manual 6-spd",NA,"4","Front-Wheel Drive","Gasoline or E85",TRUE,FALSE,FALSE,20,32,24,98,13
"2811","buick","united states",2012,"Regal","Midsize Cars",2,"Automatic (S6)",NA,"4","Front-Wheel Drive","Gasoline or E85",TRUE,FALSE,FALSE,18,29,22,98,13
